Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
08-16-2023,172.68,157.37
08-17-2023,171.53,156.7
08-18-2023,171.87,156.76
08-21-2023,171.86,156.5
08-22-2023,172.31,155.8
08-23-2023,173.28,157.3
08-24-2023,171.83,156.49
08-25-2023,172.88,156.96
08-28-2023,174.08,158.46
08-29-2023,176.04,160.59
08-30-2023,176.01,160.98
08-31-2023,176.49,160.75
09-01-2023,177.3,162.76
09-05-2023,176.41,161.71
09-06-2023,175.11,160.24
09-07-2023,172.64,159.55
09-08-2023,172.3,159.1
09-11-2023,172.4,159.96
09-12-2023,172.58,160.28
09-13-2023,171.59,160.73
09-14-2023,173.42,163.21
09-15-2023,173.4,163.65
09-18-2023,172.66,162.62
09-19-2023,171.23,160.46
09-20-2023,170.88,160.43
09-21-2023,168.08,157.07
09-22-2023,168.33,157
09-25-2023,168.96,157.16
09-26-2023,167.49,155.23
09-27-2023,167.39,154.32
09-28-2023,168.73,155.72
09-29-2023,168.58,155.39
10-02-2023,166.47,152.5
10-03-2023,164.92,151.26
10-04-2023,164.65,151.37
10-05-2023,164.6,152.29
10-06-2023,165.69,153.15
10-10-2023,167.09,155.18
10-11-2023,167.69,156.47
10-12-2023,165.74,155.17
10-13-2023,164.83,154.87
10-16-2023,165.86,156.13
10-17-2023,166.26,156.7
10-18-2023,164.05,154.78
10-19-2023,162.4,153.97
10-20-2023,160.71,152.11
10-23-2023,159.74,151.58
10-24-2023,158.41,151.1
10-25-2023,158.13,150.9
10-26-2023,158.26,150.33
10-27-2023,158.22,149.29
10-30-2023,157.8,150.26
10-31-2023,158.7,150.4
11-01-2023,159.44,152.05
11-02-2023,163.39,156.41
11-03-2023,166.09,157.99
11-06-2023,164.87,157.34
11-07-2023,163.35,156.01
11-08-2023,164.34,155.65
11-09-2023,164.01,156.1
11-10-2023,164.92,156.64
11-13-2023,165.37,157.07
11-14-2023,167.61,159.69
11-15-2023,168.03,159.97
11-16-2023,166.47,159.96
11-17-2023,167.38,160.94
11-20-2023,168.13,161.51
11-21-2023,167.26,160.46
11-22-2023,167.02,160.49
11-23-2023,167.02,160.52
11-24-2023,167.4,160.41
11-27-2023,166.66,159.85
11-28-2023,166.84,159.91
11-29-2023,167.54,160.63
11-30-2023,167.65,161.66
12-01-2023,169.67,163.39
12-04-2023,169.12,163.06
12-05-2023,168.24,162.78
12-06-2023,167.71,162.01
12-07-2023,166.96,162.12
12-08-2023,167.41,162.57
12-11-2023,166.99,162.47
12-12-2023,166.02,161.8
12-13-2023,169.43,164.96
12-14-2023,172.1,166.29
12-15-2023,170.01,164.29
12-18-2023,170.46,165.04
12-19-2023,172.4,166.78
12-20-2023,170.69,164.88
12-21-2023,172.01,166.22
12-22-2023,171.99,167.15
12-27-2023,173.02,168.27
12-28-2023,172.92,167.75
12-29-2023,172.74,167.98
01-02-2024,172.13,167.37
01-03-2024,171.34,166.94
01-04-2024,171.57,167.36
01-05-2024,172.52,167.89
01-08-2024,173.38,168.99
01-09-2024,172.38,168.26
01-10-2024,172.32,168.41
01-11-2024,171.85,167.84
01-12-2024,172.47,168.42
01-15-2024,173.18,169
01-16-2024,171.56,168.08
01-17-2024,170.42,166.08
01-18-2024,171.19,166.57
01-19-2024,172.23,167.78
01-22-2024,172.69,167.92
01-23-2024,173.69,168.8
01-24-2024,174.7,168.84
01-25-2024,175.82,169.45
01-26-2024,176.69,169.64
01-29-2024,177.15,170.3
01-30-2024,177,170.55
01-31-2024,176.12,168.91
02-01-2024,175.63,169.69
02-02-2024,175.04,169.42
02-05-2024,172.62,167.71
02-06-2024,173.52,168.4
02-07-2024,173.81,168.49
02-08-2024,173.06,168.09
02-09-2024,173.5,168.81
02-12-2024,173.94,169.28
02-13-2024,169.79,165.4
02-14-2024,172.52,167.96
02-15-2024,176.17,170.66
02-16-2024,175.8,170.92
02-20-2024,173.79,170.62
02-21-2024,173.63,170.26
02-22-2024,174.29,171.45
02-23-2024,174.25,172.21
02-26-2024,174.18,171.5
02-27-2024,173.93,171.52
02-28-2024,173.5,171
02-29-2024,174.79,171.99
