Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
05-18-2022,112.05,113.48
05-19-2022,113.41,113.94
05-20-2022,113.09,114.03
05-24-2022,113.52,114.56
05-25-2022,114.12,115.12
05-26-2022,115.81,115.98
05-27-2022,117.41,117.2
05-30-2022,118.99,118.2
05-31-2022,117.26,117.16
06-01-2022,117.46,117.08
06-02-2022,119.93,118.91
06-03-2022,118.04,117.55
06-06-2022,118.01,117.71
06-07-2022,119.33,118.33
06-08-2022,118.61,117.58
06-09-2022,117.32,116.31
06-10-2022,115.02,114.68
06-13-2022,111.51,111.67
06-14-2022,110.28,110.63
06-15-2022,110.81,110.99
06-16-2022,105.94,107.59
06-17-2022,104.78,107.18
06-20-2022,106.72,108.61
06-21-2022,106.99,109.04
06-22-2022,104.51,107.61
06-23-2022,102.97,106
06-24-2022,105.28,107.97
06-27-2022,106.49,109.1
06-28-2022,106.43,108.9
06-29-2022,104.41,108.19
06-30-2022,102.95,106.96
07-04-2022,104.89,107.96
07-05-2022,103.73,106.85
07-06-2022,102.66,106.26
07-07-2022,104.8,108.22
07-08-2022,104.62,107.99
07-11-2022,103.04,106.82
07-12-2022,102.02,106.04
07-13-2022,101.83,105.68
07-14-2022,99.8,104.05
07-15-2022,100.59,104.43
07-18-2022,102.28,105.57
07-19-2022,103.49,107.51
07-20-2022,104.87,107.98
07-21-2022,105.43,108.22
07-22-2022,104.41,107.77
07-25-2022,105.24,108.53
07-26-2022,103.49,107.79
07-27-2022,105.18,109.39
07-28-2022,107.42,110.55
07-29-2022,110.43,111.94
08-02-2022,109.93,110.87
08-03-2022,109.6,111.1
08-04-2022,110.43,111.31
08-05-2022,110.29,111.55
08-08-2022,111.13,111.83
08-09-2022,110.03,111.31
08-10-2022,111.95,113.06
08-11-2022,112.93,113.68
08-12-2022,114.06,114.81
08-15-2022,114.89,114.82
08-16-2022,115.17,115.33
08-17-2022,114.11,114.83
08-18-2022,115.04,115.32
08-19-2022,113.51,114.45
08-22-2022,112.08,113.7
08-23-2022,112.7,113.78
08-24-2022,113.24,113.99
08-25-2022,113.91,114.85
08-26-2022,111.39,113.15
08-29-2022,110.93,112.94
08-30-2022,109.32,111.16
08-31-2022,109.16,110.14
09-01-2022,107.84,109.1
09-02-2022,108.2,109.83
09-06-2022,107.2,108.79
09-07-2022,107.71,109.69
09-08-2022,108.7,110.69
09-09-2022,110.9,112.75
09-12-2022,111.53,113.97
09-13-2022,109.77,112.02
09-14-2022,110.41,112.55
09-15-2022,109.1,111.64
09-16-2022,107.97,110.65
09-19-2022,108.74,111.66
09-20-2022,106.96,110.56
09-21-2022,105.63,109.51
09-22-2022,103.84,108.48
09-23-2022,100.52,105.51
09-26-2022,99.25,104.64
09-27-2022,99.16,104.56
09-28-2022,101.4,106.62
09-29-2022,100.48,105.44
09-30-2022,100.54,105.45
10-03-2022,103.44,108
10-04-2022,106.81,110.8
10-05-2022,106.45,110.02
10-06-2022,105.44,108.62
10-07-2022,103.53,106.35
10-11-2022,101.76,104.26
10-12-2022,101.91,104.2
10-13-2022,103.52,106.53
10-14-2022,101.99,104.89
10-17-2022,103.6,106.58
10-18-2022,104.16,107.59
10-19-2022,104.12,106.88
10-20-2022,103.21,106.34
10-21-2022,104.03,107.95
10-24-2022,103.89,108.29
10-25-2022,104.46,109.38
10-26-2022,106.22,110.43
10-27-2022,106.32,110.84
10-28-2022,106.46,111.54
10-31-2022,106.11,111.33
11-01-2022,106.6,111.85
11-02-2022,104.66,110.47
11-03-2022,104.86,110.27
11-04-2022,105.59,111.46
11-07-2022,106.46,112.01
11-08-2022,105.87,112.7
11-09-2022,104.49,110.89
11-10-2022,108.03,114.59
11-11-2022,108.59,115.29
11-14-2022,107.63,114.27
11-15-2022,108.84,114.69
11-16-2022,107.83,114.5
11-17-2022,107.37,114.09
11-18-2022,107.89,114.65
11-21-2022,112.58,114.66
11-22-2022,114.03,116.07
11-23-2022,114.44,116.43
11-24-2022,115.18,116.79
11-25-2022,115.22,117.02
11-28-2022,114.24,116.08
11-29-2022,115.41,116.46
11-30-2022,116.41,117.49
12-01-2022,117.38,117.95
12-02-2022,117,117.72
12-05-2022,115.44,116.32
12-06-2022,114.02,114.88
12-07-2022,113.7,114.8
12-08-2022,114.44,114.81
12-09-2022,114.14,114.68
12-12-2022,114.57,115.1
12-13-2022,114.74,115.12
12-14-2022,113.93,114.44
12-15-2022,112.7,112.8
12-16-2022,111.68,111.9
12-19-2022,110.76,110.5
12-20-2022,111.34,111.12
12-21-2022,112.72,112.65
12-22-2022,111.26,111.39
12-23-2022,111.86,112.32
12-28-2022,110.05,111.04
12-29-2022,112.04,112.32
01-03-2023,111.2,112.13
01-04-2023,112.06,112.96
01-05-2023,111.84,112.56
01-06-2023,113.14,114.34
01-09-2023,113.86,114.58
01-10-2023,114.43,114.82
01-11-2023,115.18,115.55
01-12-2023,116.62,116.63
01-13-2023,116.96,117.49
01-16-2023,117.26,117.66
01-17-2023,117.68,118.05
01-18-2023,117.28,117.59
01-19-2023,117.15,117.39
01-20-2023,117.94,118.33
01-23-2023,118.59,119.1
01-24-2023,118.42,119.08
01-25-2023,118.06,118.98
01-26-2023,118.69,119.57
01-27-2023,120.65,119.69
01-30-2023,120.08,118.88
01-31-2023,122.16,120.02
02-01-2023,122.05,119.93
02-02-2023,121.79,119.87
02-03-2023,122.98,119.97
02-06-2023,122.56,119.22
02-07-2023,123.38,119.78
02-08-2023,123.03,119.52
02-09-2023,122.56,119.05
02-10-2023,122.41,119.13
02-13-2023,123.61,119.65
02-14-2023,124.02,119.75
02-15-2023,124.1,119.84
02-16-2023,123.25,119.18
02-17-2023,121.57,118.65
02-21-2023,118.71,117.13
02-22-2023,118.81,116.8
02-23-2023,118.4,116.78
02-24-2023,118.53,116.96
02-27-2023,119.35,117.27
02-28-2023,120.1,117.08
03-01-2023,121.11,117.31
03-02-2023,120.96,117.8
03-03-2023,122.64,119.21
03-06-2023,121.08,118.83
03-07-2023,119.76,117.45
03-08-2023,119.97,117.86
03-09-2023,117.5,116.4
03-10-2023,113.57,114.6
03-13-2023,114.27,113.52
03-14-2023,114.89,114.23
03-15-2023,112.97,112.41
03-16-2023,114.1,113.38
03-17-2023,112.95,112.5
03-20-2023,113,113.27
03-21-2023,114.16,114.07
03-22-2023,112.88,113.36
03-23-2023,113.14,112.95
03-24-2023,113.01,113.2
03-27-2023,113.64,113.95
03-28-2023,112.01,114.14
03-29-2023,114.53,115.18
03-30-2023,115.1,115.9
03-31-2023,116.43,116.83
04-03-2023,118.16,117.91
04-04-2023,117.81,117.9
04-05-2023,116.31,117.3
04-06-2023,116.51,117.51
04-10-2023,116.89,117.97
04-11-2023,117.8,118.82
04-12-2023,117.9,119.01
04-13-2023,118.7,119.66
04-14-2023,118.6,119.75
04-17-2023,119.88,120.11
04-18-2023,120.06,120.36
04-19-2023,120.69,120.34
04-20-2023,119.92,120.05
04-21-2023,120.33,120.41
04-24-2023,120.31,120.39
04-25-2023,118.93,119.01
04-26-2023,118.48,118.58
04-27-2023,119.22,119.55
04-28-2023,121.38,120.22
05-01-2023,122.62,120.1
05-02-2023,120.92,118.89
05-03-2023,120.33,118.58
05-04-2023,120.11,117.9
05-05-2023,122.8,119.67
05-08-2023,123.12,119.92
05-09-2023,124.18,119.93
05-10-2023,123.19,119.45
05-11-2023,122.7,118.97
05-12-2023,123.29,119.06
05-15-2023,124.48,119.76
05-16-2023,123.34,118.04
05-17-2023,123.91,118.36
05-18-2023,123.59,118.37
05-19-2023,123.94,118.69
05-23-2023,123.13,117.52
05-24-2023,122.07,116.25
05-25-2023,120.83,115.36
05-26-2023,121.84,116.21
05-29-2023,123.1,116.49
05-30-2023,121.93,115.24
05-31-2023,121.74,114.27
06-01-2023,122.73,114.87
06-02-2023,124.77,116.96
06-05-2023,124.44,116.41
06-06-2023,125.1,117.14
06-07-2023,124.56,116.72
06-08-2023,124.32,116.53
06-09-2023,124.28,116.24
06-12-2023,124.27,116.41
06-13-2023,124.57,116.81
06-14-2023,124.72,117.05
06-15-2023,124.55,117.17
06-16-2023,123.97,116.87
06-19-2023,124.1,116.63
06-20-2023,123.41,115.58
06-21-2023,124.07,115.3
06-22-2023,123.49,114.57
06-23-2023,122.75,113.64
06-26-2023,122.83,114.63
06-27-2023,124.17,115.51
06-28-2023,124.71,116.01
06-29-2023,125.62,116.69
06-30-2023,127.51,118.11
07-04-2023,127.19,118.45
07-05-2023,126.51,117.86
07-06-2023,125.66,116.15
07-07-2023,126.52,116.34
07-10-2023,127.01,116.29
07-11-2023,128.07,116.62
07-12-2023,129.16,117.74
07-13-2023,130.1,118.96
07-14-2023,129.68,118.87
07-17-2023,129.65,118.66
07-18-2023,130.72,119.54
07-19-2023,131.23,120.21
07-20-2023,130.92,119.89
07-21-2023,131.22,120.54
07-24-2023,131.89,120.75
07-25-2023,132.04,120.64
07-26-2023,132.05,120.7
07-27-2023,130.4,119.71
07-28-2023,131.35,120.52
07-31-2023,132.56,121.15
08-01-2023,132.14,120.6
08-02-2023,130.11,118.76
08-03-2023,129.95,118.19
08-04-2023,130.08,118.86
08-08-2023,129.73,118.69
08-09-2023,130.01,119.09
08-10-2023,130.24,119.49
08-11-2023,130.77,119.89
08-14-2023,130.52,119.27
08-15-2023,128.54,116.98
08-16-2023,127.99,116.98
08-17-2023,127.13,116.48
08-18-2023,127.39,116.53
08-21-2023,127.38,116.33
08-22-2023,127.71,115.81
08-23-2023,128.43,116.92
08-24-2023,127.36,116.32
08-25-2023,128.14,116.68
08-28-2023,129.03,117.79
08-29-2023,130.48,119.37
08-30-2023,130.46,119.67
08-31-2023,130.81,119.49
09-01-2023,131.42,120.98
09-05-2023,130.76,120.21
09-06-2023,129.79,119.11
09-07-2023,127.96,118.6
09-08-2023,127.71,118.26
09-11-2023,127.78,118.9
09-12-2023,127.92,119.14
09-13-2023,127.18,119.48
09-14-2023,128.54,121.32
09-15-2023,128.53,121.64
09-18-2023,127.98,120.88
09-19-2023,126.91,119.28
09-20-2023,126.66,119.25
09-21-2023,124.58,116.76
09-22-2023,124.76,116.71
09-25-2023,125.23,116.83
09-26-2023,124.14,115.39
09-27-2023,124.07,114.71
09-28-2023,125.06,115.75
09-29-2023,124.95,115.51
10-02-2023,123.39,113.36
10-03-2023,122.24,112.44
10-04-2023,122.04,112.52
10-05-2023,122,113.2
10-06-2023,122.81,113.84
10-10-2023,123.85,115.35
10-11-2023,124.29,116.31
10-12-2023,122.85,115.34
10-13-2023,122.17,115.12
10-16-2023,122.93,116.06
10-17-2023,123.23,116.48
10-18-2023,121.59,115.05
10-19-2023,120.37,114.45
10-20-2023,119.12,113.07
10-23-2023,118.4,112.68
10-24-2023,117.41,112.32
10-25-2023,117.2,112.17
10-26-2023,117.31,111.74
10-27-2023,117.27,110.97
10-30-2023,116.96,111.69
10-31-2023,117.63,111.8
11-01-2023,118.18,113.02
11-02-2023,121.11,116.26
11-03-2023,123.11,117.44
11-06-2023,122.2,116.96
11-07-2023,121.08,115.97
11-08-2023,121.81,115.7
11-09-2023,121.56,116.04
11-10-2023,122.24,116.44
11-13-2023,122.57,116.76
11-14-2023,124.24,118.7
11-15-2023,124.54,118.91
11-16-2023,123.39,118.91
11-17-2023,124.06,119.64
11-20-2023,124.61,120.06
11-21-2023,123.97,119.28
11-22-2023,123.8,119.3
11-23-2023,123.79,119.32
11-24-2023,124.08,119.24
11-27-2023,123.53,118.83
11-28-2023,123.66,118.87
11-29-2023,124.18,119.4
11-30-2023,124.26,120.17
12-01-2023,125.76,121.46
12-04-2023,125.35,121.21
12-05-2023,124.7,121
12-06-2023,124.31,120.43
12-07-2023,123.75,120.51
12-08-2023,124.08,120.85
12-11-2023,123.78,120.77
12-12-2023,123.05,120.27
12-13-2023,125.58,122.62
12-14-2023,127.56,123.61
12-15-2023,126.01,122.12
12-18-2023,126.34,122.68
12-19-2023,127.78,123.97
12-20-2023,126.52,122.56
12-21-2023,127.49,123.56
12-22-2023,127.48,124.25
12-27-2023,128.24,125.08
12-28-2023,128.17,124.7
12-29-2023,128.03,124.87
01-02-2024,127.58,124.41
01-03-2024,127,124.09
01-04-2024,127.17,124.41
01-05-2024,127.87,124.8
01-08-2024,128.51,125.62
01-09-2024,127.77,125.08
01-10-2024,127.72,125.19
01-11-2024,127.37,124.76
01-12-2024,127.84,125.19
01-15-2024,128.36,125.62
01-16-2024,127.16,124.94
01-17-2024,126.31,123.45
01-18-2024,126.88,123.82
01-19-2024,127.66,124.71
01-22-2024,128,124.82
01-23-2024,128.74,125.48
01-24-2024,129.49,125.51
01-25-2024,130.32,125.96
01-26-2024,130.96,126.1
01-29-2024,131.31,126.59
01-30-2024,131.2,126.78
01-31-2024,130.54,125.56
02-01-2024,130.18,126.14
02-02-2024,129.74,125.94
02-05-2024,127.95,124.66
02-06-2024,128.61,125.18
02-07-2024,128.83,125.24
02-08-2024,128.27,124.95
02-09-2024,128.6,125.48
02-12-2024,128.92,125.83
02-13-2024,125.85,122.95
02-14-2024,127.87,124.85
02-15-2024,130.58,126.86
02-16-2024,130.3,127.05
02-20-2024,128.81,126.83
02-21-2024,128.69,126.56
02-22-2024,129.18,127.44
02-23-2024,129.16,128.01
02-26-2024,129.1,127.48
02-27-2024,128.91,127.5
02-28-2024,128.6,127.11
02-29-2024,129.56,127.85
