Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
02-13-2015,108.15,110.41
02-17-2015,108.13,110.56
02-18-2015,107.39,110.04
02-19-2015,107.32,109.81
02-20-2015,107.27,109.76
02-23-2015,107.52,110
02-24-2015,107.32,109.74
02-25-2015,108.35,110.26
02-26-2015,108.6,110.36
02-27-2015,108.45,110.32
03-02-2015,110.46,110.55
03-03-2015,109.84,109.62
03-04-2015,109.55,109.25
03-05-2015,109.65,109.4
03-06-2015,108.75,108.33
03-09-2015,108.05,107.63
03-10-2015,106.7,106.1
03-11-2015,107.27,106.85
03-12-2015,107.5,107.13
03-13-2015,107.24,106.86
03-16-2015,107.86,107.81
03-17-2015,108.18,108.07
03-18-2015,108.7,108.53
03-19-2015,108.2,107.9
03-20-2015,108.74,108.4
03-23-2015,108.99,108.51
03-24-2015,109.56,109.41
03-25-2015,108.78,108.34
03-26-2015,108.4,107.91
03-27-2015,107.74,107.59
03-30-2015,108.5,108.29
03-31-2015,108.53,108.24
04-01-2015,108.95,108.53
04-02-2015,109.56,109.25
04-06-2015,110.1,109.78
04-07-2015,110.74,110.43
04-08-2015,110.71,110.61
04-09-2015,111.55,111.45
04-10-2015,112.03,111.9
04-13-2015,111.9,111.87
04-14-2015,111.96,111.91
04-15-2015,112.8,112.37
04-16-2015,112.33,111.91
04-17-2015,112.36,111.72
04-20-2015,112.65,112.1
04-21-2015,112.14,111.68
04-22-2015,111.83,111.38
04-23-2015,112.28,112.02
04-24-2015,112.43,112.14
04-27-2015,111.87,111.67
04-28-2015,111.91,111.72
04-29-2015,112.1,111.76
04-30-2015,111.6,110.87
05-01-2015,112.29,111.71
05-04-2015,112.36,111.91
05-05-2015,111.28,110.5
05-06-2015,110.25,109.41
05-07-2015,110.27,109.88
05-08-2015,111,110.47
05-11-2015,110.69,110.35
05-12-2015,110.08,109.56
05-13-2015,109.87,109.13
05-14-2015,110,109.48
05-15-2015,110.24,110.09
05-19-2015,110.49,110.19
05-20-2015,110.33,109.85
05-21-2015,111.15,110.81
05-22-2015,111.16,110.79
05-25-2015,111.16,110.71
05-26-2015,110.13,109.71
05-27-2015,110.32,110.21
05-28-2015,110.39,110.19
05-29-2015,109.83,109.52
06-01-2015,110.19,109.96
06-02-2015,110.34,110.21
06-03-2015,110.76,110.58
06-04-2015,109.93,109.59
06-05-2015,109.64,109.16
06-08-2015,108.22,107.61
06-09-2015,108.75,108.16
06-10-2015,109.19,108.7
06-11-2015,108.98,108.35
06-12-2015,108.33,107.7
06-15-2015,108.3,107.81
06-16-2015,108.51,107.79
06-17-2015,108.31,107.65
06-18-2015,108.51,107.94
06-19-2015,107.68,107.08
06-22-2015,108.36,108.08
06-23-2015,109.11,108.92
06-24-2015,109.24,109.24
06-25-2015,108.84,108.9
06-26-2015,108.31,108.34
06-29-2015,106.18,106.01
06-30-2015,106.61,106.47
07-02-2015,107.19,107.1
07-03-2015,107.54,107.47
07-06-2015,106.94,106.82
07-07-2015,107.24,107.1
07-08-2015,105.84,105.57
07-09-2015,105.18,104.59
07-10-2015,106.03,105.56
07-13-2015,106.56,106.46
07-14-2015,107.09,106.95
07-15-2015,107.53,107.41
07-16-2015,108,107.91
07-17-2015,107.43,107.27
07-20-2015,106.23,105.68
07-21-2015,106.05,105.32
07-22-2015,105.67,104.82
07-23-2015,105.72,104.58
07-24-2015,104.93,104
07-27-2015,103.58,102.64
07-28-2015,104.16,103.2
07-29-2015,105.76,104.91
07-30-2015,106.85,105.51
07-31-2015,107.36,106.14
08-04-2015,107.6,106.3
08-05-2015,107.82,106.39
08-06-2015,107.37,105.68
08-07-2015,106.84,104.92
08-10-2015,108.04,106.12
08-11-2015,107.79,105.75
08-12-2015,107.1,105.22
08-13-2015,106.46,104.48
08-14-2015,106.66,104.79
08-17-2015,106.38,104.61
08-18-2015,106.26,104.2
08-19-2015,105.09,103.05
08-20-2015,102.99,100.86
08-21-2015,101.27,98.93
08-24-2015,98.8,95.85
08-25-2015,99.79,96.57
08-26-2015,101.47,98.29
08-27-2015,103.95,101.16
08-28-2015,104.51,101.89
08-31-2015,104.77,101.85
09-01-2015,102.32,99.08
09-02-2015,102.71,99.58
09-03-2015,103.06,99.95
09-04-2015,102.31,99.11
09-08-2015,103.27,100.24
09-09-2015,102.79,99.55
09-10-2015,103.1,99.83
09-11-2015,102.33,99.09
09-14-2015,101.74,98.3
09-15-2015,102.72,99.11
09-16-2015,104.68,101.33
09-17-2015,104.96,101.5
09-18-2015,103.81,100.47
09-21-2015,104.53,101.45
09-22-2015,102.93,99.33
09-23-2015,102.25,98.54
09-24-2015,101.95,98.25
09-25-2015,102.13,98.54
09-28-2015,99.91,95.88
09-29-2015,100.22,96.12
09-30-2015,102.07,98.11
10-01-2015,101.98,97.63
10-02-2015,102.23,98.46
10-05-2015,103.15,100.02
10-06-2015,103.69,100.73
10-07-2015,105.18,102.36
10-08-2015,106.03,103.2
10-09-2015,105.82,103.09
10-13-2015,105.11,102.22
10-14-2015,105.41,102.44
10-15-2015,105.04,102.1
10-16-2015,105.26,102.17
10-19-2015,104.6,101.58
10-20-2015,104.91,102.2
10-21-2015,103.82,101.19
10-22-2015,104.76,102.54
10-23-2015,105.28,103.1
10-26-2015,104.14,101.9
10-27-2015,103.67,101.22
10-28-2015,105.15,102.46
10-29-2015,104.75,101.97
10-30-2015,102.97,100.03
11-02-2015,103.6,100.72
11-03-2015,104.27,101.37
11-04-2015,104.1,101.01
11-05-2015,103.46,100.25
11-06-2015,103.58,100.21
11-09-2015,103.17,99.69
11-10-2015,102.77,99.17
11-11-2015,102.13,98.65
11-12-2015,100.72,97.09
11-13-2015,100.57,96.71
11-16-2015,102.36,98.51
11-17-2015,102.25,98.25
11-18-2015,102.85,99.13
11-19-2015,103.36,99.69
11-20-2015,103.13,99.41
11-23-2015,102.84,99.05
11-24-2015,103.07,99.24
11-25-2015,103.03,99.23
11-26-2015,103.28,99.43
11-27-2015,102.9,99.02
11-30-2015,103.6,99.8
12-01-2015,104.67,101.04
12-02-2015,103.54,99.77
12-03-2015,102.75,98.73
12-04-2015,102.87,98.99
12-07-2015,100.84,96.65
12-08-2015,100.09,95.78
12-09-2015,100.22,95.93
12-10-2015,100.51,96.52
12-11-2015,99.09,94.9
12-14-2015,98.55,94.21
12-15-2015,100.19,95.88
12-16-2015,101.5,97.71
12-17-2015,100.64,96.56
12-18-2015,100.83,96.67
12-21-2015,101.16,96.75
12-22-2015,101.22,97.11
12-23-2015,102.63,98.63
12-24-2015,102.81,98.82
12-29-2015,102.43,98.44
12-30-2015,101.65,97.67
12-31-2015,100.78,96.74
01-04-2016,100.18,96.12
01-05-2016,100.29,96.07
01-06-2016,99.06,94.69
01-07-2016,97.03,92.62
01-08-2016,97.02,92.6
01-11-2016,95.96,91.66
01-12-2016,96.03,92.09
01-13-2016,94.91,90.58
01-14-2016,95.92,91.82
01-15-2016,93.96,89.86
01-18-2016,93.27,88.9
01-19-2016,93.45,89.35
01-20-2016,92.38,88.17
01-21-2016,93.8,89.61
01-22-2016,95.99,92.32
01-25-2016,94.41,90.48
01-26-2016,95.64,91.88
01-27-2016,96.05,92.26
01-28-2016,97.89,93.89
01-29-2016,99.18,95.61
02-01-2016,98.14,94.51
02-02-2016,96.56,92.78
02-03-2016,97.19,93.9
02-04-2016,98.3,95.26
02-05-2016,98.17,95.18
02-08-2016,96.82,93.47
02-09-2016,94.53,91.59
02-10-2016,94.15,90.87
02-11-2016,92.98,90.17
02-12-2016,94.93,92.37
02-16-2016,96.22,93.66
02-17-2016,98.83,95.99
02-18-2016,99.27,96.47
02-19-2016,98.84,95.61
02-22-2016,99.33,95.87
02-23-2016,98.62,95.26
02-24-2016,98.29,95.09
02-25-2016,98.61,95.24
02-26-2016,99.11,95.57
02-29-2016,99.73,96.06
03-01-2016,101.21,96.97
03-02-2016,101.47,97.27
03-03-2016,102.12,98.06
03-04-2016,103.01,98.73
03-07-2016,104.03,100.01
03-08-2016,103.72,99.49
03-09-2016,104.25,100.14
03-10-2016,104.25,100.04
03-11-2016,105.2,101.16
03-14-2016,104.87,100.83
03-15-2016,105.02,100.27
03-16-2016,105.53,100.87
03-17-2016,106.75,101.94
03-18-2016,106.02,101.01
03-21-2016,106.5,101.49
03-22-2016,106.06,101
03-23-2016,105.14,100.18
03-24-2016,104.82,100.02
03-28-2016,105.17,100.27
03-29-2016,105.25,100.62
03-30-2016,105.83,101.2
03-31-2016,105.54,101.13
04-01-2016,105.11,100.78
04-04-2016,104.68,100
04-05-2016,104.48,99.76
04-06-2016,104.8,100.15
04-07-2016,103.89,99.54
04-08-2016,104.54,100.53
04-11-2016,104.96,100.73
04-12-2016,106.29,101.92
04-13-2016,106.9,102.6
04-14-2016,106.87,102.58
04-15-2016,106.66,102.34
04-18-2016,107.16,102.96
04-19-2016,108.37,104.07
04-20-2016,108.83,104.41
04-21-2016,108.52,104.26
04-22-2016,108.49,104.2
04-25-2016,107.95,103.62
04-26-2016,108.05,103.72
04-27-2016,108.41,104.33
04-28-2016,108.16,104.36
04-29-2016,108.32,104.85
05-02-2016,107.71,104.2
05-03-2016,106.79,103.02
05-04-2016,106.48,102.45
05-05-2016,106.49,102.45
05-06-2016,106.83,102.97
05-09-2016,106.09,101.94
05-10-2016,107.29,103.53
05-11-2016,107.61,103.63
05-12-2016,107.7,103.66
05-13-2016,107.13,103.39
05-16-2016,107.96,104.49
05-17-2016,108.04,104.68
05-18-2016,107.87,104
05-19-2016,107.58,103.94
05-20-2016,108.22,104.72
05-24-2016,108.88,104.97
05-25-2016,109.73,105.74
05-26-2016,109.86,105.7
05-27-2016,110.22,106.17
05-30-2016,110.1,106.04
05-31-2016,109.71,105.89
06-01-2016,109.43,105.91
06-02-2016,109.93,106.46
06-03-2016,110.07,107.14
06-06-2016,110.38,107.51
06-07-2016,111.13,108.21
06-08-2016,110.97,107.84
06-09-2016,110.25,107.29
06-10-2016,108.87,105.76
06-13-2016,108.66,105.49
06-14-2016,107.9,104.68
06-15-2016,108.09,104.99
06-16-2016,108.09,104.7
06-17-2016,108.19,104.84
06-20-2016,109.22,105.7
06-21-2016,109.3,105.68
06-22-2016,109.02,105.63
06-23-2016,110.16,106.59
06-24-2016,108.07,104.81
06-27-2016,106.45,103.29
06-28-2016,107.64,104.53
06-29-2016,109.01,105.99
06-30-2016,109.23,106.26
07-04-2016,110.22,107.72
07-05-2016,109.84,107.43
07-06-2016,109.57,107.57
07-07-2016,109.17,106.84
07-08-2016,109.96,107.81
07-11-2016,110.52,108.58
07-12-2016,111.64,109.46
07-13-2016,111.62,109.58
07-14-2016,111.73,109.74
07-15-2016,111.63,109.5
07-18-2016,111.98,109.88
07-19-2016,111.9,109.82
07-20-2016,112.32,109.9
07-21-2016,112.27,110.15
07-22-2016,112.49,110.48
07-25-2016,111.78,109.71
07-26-2016,112.08,110.1
07-27-2016,111.94,110.13
07-28-2016,111.79,110.18
07-29-2016,111.86,110.41
08-02-2016,111.03,109.61
08-03-2016,111.46,109.87
08-04-2016,111.54,110
08-05-2016,112.57,110.91
08-08-2016,113.31,111.72
08-09-2016,113.69,112.06
08-10-2016,113.52,111.87
08-11-2016,113.53,112.06
08-12-2016,113.18,111.71
08-15-2016,113.49,111.94
08-16-2016,113.25,111.39
08-17-2016,113.2,111.36
08-18-2016,113.08,111.35
08-19-2016,113.16,111.29
08-22-2016,113.32,111.75
08-23-2016,113.51,111.88
08-24-2016,113.3,110.84
08-25-2016,113.25,110.88
08-26-2016,113.31,110.95
08-29-2016,113.7,111.32
08-30-2016,113.9,111.35
08-31-2016,113.3,110.7
09-01-2016,113.66,111.39
09-02-2016,114.19,112.23
09-06-2016,114.27,112.37
09-07-2016,114.14,112.3
09-08-2016,114.02,112.35
09-09-2016,112.41,110.35
09-12-2016,112.69,110.79
09-13-2016,111.87,108.96
09-14-2016,111.93,109.12
09-15-2016,112.95,110.16
09-16-2016,112.51,109.76
09-19-2016,112.82,110.11
09-20-2016,113.11,110.31
09-21-2016,114.5,111.75
09-22-2016,115.08,112.42
09-23-2016,114.41,111.66
09-26-2016,113.74,111.09
09-27-2016,113.25,110.63
09-28-2016,114.85,112.04
09-29-2016,114.99,112.22
09-30-2016,114.76,112.05
10-03-2016,114.61,111.77
10-04-2016,113.91,110.49
10-05-2016,114.67,111.23
10-06-2016,114.75,111.12
10-07-2016,114.49,110.9
10-11-2016,114.49,110.78
10-12-2016,114.67,111.31
10-13-2016,114.9,111.5
10-14-2016,114.69,111.05
10-17-2016,114.95,111.14
10-18-2016,116.08,112.33
10-19-2016,116.64,113
10-20-2016,116.88,113.06
10-21-2016,117.68,113.76
10-24-2016,117.4,113.71
10-25-2016,116.91,113.31
10-26-2016,116.15,112.83
10-27-2016,116.56,113.06
10-28-2016,116.21,112.73
10-31-2016,116.14,112.74
11-01-2016,116.03,112.68
11-02-2016,114.8,111.28
11-03-2016,114.83,111.19
11-04-2016,114.02,110.63
11-07-2016,115.06,111.72
11-08-2016,115.17,111.75
11-09-2016,116.24,112.54
11-10-2016,116.99,112.45
11-11-2016,116.45,111.01
11-14-2016,117.26,111.34
11-15-2016,118.16,112.56
11-16-2016,118.16,112.4
11-17-2016,118.75,113.11
11-18-2016,119.32,113.43
11-21-2016,120.85,114.77
11-22-2016,121.18,115.23
11-23-2016,121.32,115.1
11-24-2016,121.2,115.05
11-25-2016,120.87,115.06
11-28-2016,120.1,114.66
11-29-2016,119.99,114.54
11-30-2016,121.43,115.22
12-01-2016,121.27,114.79
12-02-2016,121.25,114.99
12-05-2016,121.64,115.31
12-06-2016,121.52,115.55
12-07-2016,121.72,116.47
12-08-2016,122.44,116.92
12-09-2016,122.69,117.05
12-12-2016,122.51,116.86
12-13-2016,123.03,117.67
12-14-2016,121.69,116.24
12-15-2016,121.77,116.4
12-16-2016,121.62,116.66
12-19-2016,121.63,116.8
12-20-2016,121.93,116.98
12-21-2016,121.7,117.08
12-22-2016,122.02,117.34
12-23-2016,121.86,117.29
12-28-2016,122.48,117.64
12-29-2016,122.65,118.16
12-30-2016,122.06,117.13
01-03-2017,123.03,118.02
01-04-2017,123.64,118.89
01-05-2017,123.66,119.42
01-06-2017,122.85,118.79
01-09-2017,121.26,117.97
01-10-2017,121.57,118.26
01-11-2017,121.93,118.77
01-12-2017,121.14,118.2
01-13-2017,121.84,118.81
01-16-2017,121.81,118.67
01-17-2017,121.64,118.4
01-18-2017,121.65,118.07
01-19-2017,121.6,118.17
01-20-2017,122.5,119.23
01-23-2017,121.67,118.71
01-24-2017,122.46,119.79
01-25-2017,123.06,120.04
01-26-2017,123,119.82
01-27-2017,123.07,119.54
01-30-2017,121.71,118.27
01-31-2017,121.56,118.13
02-01-2017,121.75,118.25
02-02-2017,121.82,118.23
02-03-2017,122.28,118.82
02-06-2017,121.69,118.67
02-07-2017,121.8,119
02-08-2017,122.4,119.42
02-09-2017,122.9,119.91
02-10-2017,123.68,120.77
02-13-2017,123.76,121.02
02-14-2017,124.23,121.25
02-15-2017,124.76,121.71
02-16-2017,124.94,121.85
02-17-2017,124.64,121.68
02-21-2017,125.49,122.34
02-22-2017,124.48,121.63
02-23-2017,124.38,121.26
02-24-2017,122.2,119.4
02-27-2017,121.58,118.87
02-28-2017,121.3,118.38
03-01-2017,121.87,119.98
03-02-2017,121.55,119.49
03-03-2017,122.49,120.05
03-06-2017,122.5,120.22
03-07-2017,121.97,120.06
03-08-2017,120.83,119.25
03-09-2017,121.6,119.26
03-10-2017,121.1,119.34
03-13-2017,121.79,119.69
03-14-2017,121,118.42
03-15-2017,122.11,119.54
03-16-2017,122.45,119.86
03-17-2017,122.16,119.3
03-20-2017,121.83,118.94
03-21-2017,120.16,117.95
03-22-2017,120.27,118.22
03-23-2017,120.78,118.89
03-24-2017,120.99,118.99
03-27-2017,121.17,119.48
03-28-2017,121.74,120.19
03-29-2017,122.56,120.75
03-30-2017,122.38,120.15
03-31-2017,122.38,119.96
04-03-2017,122.97,120.25
04-04-2017,123.78,120.9
04-05-2017,123.46,120.7
04-06-2017,123.59,121.19
04-07-2017,123.35,120.95
04-10-2017,124.16,121.44
04-11-2017,124.07,121.42
04-12-2017,123.39,120.82
04-13-2017,122.68,119.94
04-17-2017,124.02,121.1
04-18-2017,123.62,120.62
04-19-2017,122.97,120.08
04-20-2017,123.34,120.65
04-21-2017,123.36,120.64
04-24-2017,123.99,121.4
04-25-2017,124.68,121.65
04-26-2017,124.19,120.94
04-27-2017,122.65,119.87
04-28-2017,123.18,120.49
05-01-2017,123.33,120.41
05-02-2017,123.37,120.75
05-03-2017,122.9,120.16
05-04-2017,121.66,119.02
05-05-2017,123.37,120.46
05-08-2017,124.01,121
05-09-2017,123.18,120.36
05-10-2017,124.15,120.86
05-11-2017,123.5,120.28
05-12-2017,123.14,120.21
05-15-2017,123.99,120.92
05-16-2017,123.71,120.27
05-17-2017,121.7,118.19
05-18-2017,121.92,118.23
05-19-2017,123.33,119.63
05-23-2017,123.46,119.78
05-24-2017,123.28,119.35
05-25-2017,122.93,119.29
05-26-2017,122.86,119.33
05-29-2017,122.74,119.43
05-30-2017,122.36,119.05
05-31-2017,122.26,118.89
06-01-2017,122.97,119.85
06-02-2017,122.58,119.64
06-05-2017,122.46,119.39
06-06-2017,123.03,119.81
06-07-2017,122.2,119.14
06-08-2017,122.81,119.54
06-09-2017,123.55,119.94
06-12-2017,122.96,119.24
06-13-2017,123.01,119.28
06-14-2017,121.1,117.68
06-15-2017,120.83,117.61
06-16-2017,120.38,117.85
06-19-2017,120.57,118.43
06-20-2017,120.22,117.53
06-21-2017,120.13,117.52
06-22-2017,120.38,118.09
06-23-2017,121.13,118.86
06-26-2017,120.88,118.87
06-27-2017,121.12,118.6
06-28-2017,121.9,119.29
06-29-2017,121.45,118.24
06-30-2017,121.17,117.99
07-04-2017,120.93,117.59
07-05-2017,121.03,117.77
07-06-2017,120.25,117.25
07-07-2017,119.96,116.85
07-10-2017,120.21,117.46
07-11-2017,120.53,117.8
07-12-2017,120.38,117.77
07-13-2017,120.42,117.7
07-14-2017,120.5,118.01
07-17-2017,120.45,117.93
07-18-2017,120.47,117.81
07-19-2017,121.21,118.56
07-20-2017,121.26,118.71
07-21-2017,120.71,118.09
07-24-2017,120.46,117.74
07-25-2017,121.01,118.31
07-26-2017,120.95,118.07
07-27-2017,121.14,118.25
07-28-2017,120.81,117.8
07-31-2017,120.99,117.92
08-01-2017,120.98,118.38
08-02-2017,121.44,118.87
08-03-2017,120.29,118.3
08-04-2017,120.76,118.81
08-08-2017,120.69,118.8
08-09-2017,120.47,118.5
08-10-2017,119.16,117.38
08-11-2017,119.09,117.13
08-14-2017,119.4,117.8
08-15-2017,119.19,117.64
08-16-2017,119.03,117.52
08-17-2017,118.69,117.15
08-18-2017,118.05,116.55
08-21-2017,118.07,116.55
08-22-2017,118.13,116.81
08-23-2017,118.26,117.43
08-24-2017,118.68,117.53
08-25-2017,118.62,117.38
08-28-2017,118.59,117.36
08-29-2017,119.13,117.64
08-30-2017,119.32,118.06
08-31-2017,120.13,118.71
09-01-2017,119.92,118.55
09-05-2017,119.39,117.76
09-06-2017,119.41,117.52
09-07-2017,118.75,117.29
09-08-2017,118.35,116.99
09-11-2017,118.8,117.42
09-12-2017,119.49,118.23
09-13-2017,119.69,118.1
09-14-2017,119.99,118.56
09-15-2017,119.79,118.56
09-18-2017,120.06,119.06
09-19-2017,120.48,119.5
09-20-2017,121.48,120.25
09-21-2017,122.29,120.77
09-22-2017,122.44,120.78
09-25-2017,123.03,121.27
09-26-2017,122.78,120.94
09-27-2017,123.99,122.03
09-28-2017,123.85,122.21
09-29-2017,123.63,122.34
10-02-2017,124.2,122.94
10-03-2017,124.44,123.13
10-04-2017,124.47,123.07
10-05-2017,124.78,123.57
10-06-2017,124.27,123.19
10-10-2017,124.72,123.52
10-11-2017,124.91,123.75
10-12-2017,124.54,123.3
10-13-2017,125.07,123.81
10-16-2017,125.06,123.78
10-17-2017,124.64,123.89
10-18-2017,124.52,123.62
10-19-2017,125.05,123.9
10-20-2017,125.23,124.21
10-23-2017,125.32,124.2
10-24-2017,125.7,124.59
10-25-2017,125.33,124.27
10-26-2017,125.6,124.57
10-27-2017,126.49,125.05
10-30-2017,127.05,125.46
10-31-2017,127.51,125.68
11-01-2017,127.59,125.71
11-02-2017,127.63,125.6
11-03-2017,127.64,125.64
11-06-2017,128.61,126.21
11-07-2017,128.54,126.52
11-08-2017,128.26,126.31
11-09-2017,128.64,126.13
11-10-2017,128.12,125.8
11-13-2017,127.66,125.69
